time,tavg,tmin,tmax,prcp,snow,wdir,wspd,wpgt,pres,tsun,city
2021-06-04,20.6,17.8,25.6,30.2,,264.0,7.9,,1013.2,,New York
2021-06-05,25.0,18.3,31.7,1.1,,256.0,12.0,,1013.5,,New York
2021-06-06,28.1,21.7,35.0,0.0,,247.0,7.2,,1016.7,,New York
2021-06-07,27.0,22.8,33.3,0.0,,282.0,5.2,,1018.3,,New York
2021-06-08,25.5,21.7,32.2,8.1,,269.0,7.7,,1017.2,,New York
2021-06-09,25.8,21.1,32.8,0.5,,245.0,8.5,,1015.3,,New York
2021-06-10,24.2,18.9,27.8,0.1,,62.0,16.5,,1016.3,,New York
2021-06-11,19.1,17.2,21.1,0.4,,67.0,13.8,,1015.5,,New York
2021-06-12,19.2,17.8,21.7,0.3,,70.0,10.3,,1011.7,,New York
2021-06-13,19.5,16.1,23.3,0.0,,219.0,7.5,,1013.4,,New York
2021-06-14,20.2,18.9,23.9,9.5,,141.0,8.6,,1010.6,,New York
2021-06-15,22.7,19.4,27.8,15.0,,274.0,7.2,,1007.5,,New York
2021-06-16,21.8,17.2,26.7,0.0,,300.0,6.4,,1010.8,,New York
2021-06-17,21.8,16.7,27.2,0.0,,271.0,8.8,,1015.1,,New York
2021-06-18,23.1,17.2,28.3,0.0,,240.0,11.0,,1015.2,,New York
2021-06-19,24.2,19.4,30.0,5.5,,249.0,12.1,,1008.9,,New York
2021-06-20,24.8,18.9,30.6,0.6,,247.0,7.3,,1009.4,,New York
2021-06-21,26.3,23.3,30.6,0.2,,248.0,8.3,,1005.8,,New York
2021-06-22,21.0,16.7,25.0,15.2,,293.0,8.2,,1006.9,,New York
2021-06-23,19.8,14.4,26.1,0.0,,267.0,7.9,,1021.2,,New York
2021-06-24,20.7,16.7,25.0,0.0,,183.0,9.5,,1028.0,,New York
2021-06-25,21.4,18.3,26.1,0.7,,200.0,9.4,,1025.8,,New York
2021-06-26,23.9,20.6,27.8,2.1,,226.0,10.6,,1023.6,,New York
2021-06-27,26.4,22.8,32.2,0.6,,244.0,10.5,,1021.8,,New York
2021-06-28,28.1,23.3,33.3,0.2,,249.0,12.4,,1022.5,,New York
2021-06-29,29.6,25.6,33.9,0.0,,251.0,12.8,,1021.8,,New York
2021-06-30,30.1,23.3,35.0,3.2,,258.0,11.9,,1015.5,,New York
2021-07-01,24.6,21.7,28.9,27.8,,251.0,6.1,,1011.1,,New York
2021-07-02,22.7,18.3,26.1,16.6,,235.0,10.1,,1007.1,,New York
2021-07-03,18.1,16.7,19.4,7.7,,48.0,17.3,,1009.1,,New York
2021-07-04,21.6,17.2,27.8,1.1,,204.0,7.5,,1012.4,,New York
2021-07-05,24.6,20.6,30.0,0.3,,31.0,8.9,,1016.9,,New York
2021-07-06,26.8,22.2,33.9,6.2,,258.0,12.7,,1015.1,,New York
2021-07-07,27.8,21.7,33.9,1.3,,257.0,8.6,,1014.1,,New York
2021-07-08,25.8,23.0,29.4,2.8,,46.0,12.9,,1014.7,,New York
2021-07-09,25.1,21.7,31.1,25.8,,307.0,10.8,,1009.7,,New York
2021-07-10,24.3,22.2,28.9,0.6,,32.0,7.1,,1014.6,,New York
2021-07-11,23.2,20.6,25.2,3.2,,142.0,12.0,,1018.7,,New York
2021-07-12,25.6,22.2,32.2,18.7,,7.0,9.1,,1019.3,,New York
2021-07-13,22.8,21.1,25.6,1.0,,53.0,13.0,,1023.3,,New York
2021-07-14,25.3,21.7,32.2,0.5,,337.0,9.3,,1020.9,,New York
2021-07-15,27.6,23.9,32.8,0.3,,267.0,7.1,,1018.5,,New York
2021-07-16,29.3,25.6,33.3,0.0,,251.0,9.0,,1016.0,,New York
2021-07-17,27.7,23.9,33.3,6.2,,300.0,7.0,,1016.5,,New York
2021-07-18,25.3,22.8,28.9,6.0,,246.0,14.1,,1014.7,,New York
2021-07-19,25.0,22.8,29.4,1.1,,298.0,6.9,,1014.6,,New York
2021-07-20,27.1,23.3,31.7,0.2,,250.0,7.9,,1012.7,,New York
2021-07-21,25.6,23.9,28.9,7.2,,271.0,7.7,,1011.9,,New York
2021-07-22,24.5,20.6,28.9,0.0,,311.0,5.6,,1017.8,,New York
2021-07-23,24.6,21.1,29.4,0.0,,316.0,5.4,,1019.7,,New York
2021-07-24,25.1,22.2,28.9,0.2,,185.0,7.7,,1018.9,,New York
2021-07-25,24.9,20.0,29.4,4.7,,229.0,11.2,,1013.4,,New York
2021-07-26,27.8,23.3,32.8,0.2,,263.0,6.1,,1012.3,,New York
2021-07-27,27.9,23.3,32.8,0.3,,308.0,5.4,,1013.8,,New York
2021-07-28,24.8,21.7,30.0,0.5,,39.0,5.8,,1015.4,,New York
2021-07-29,23.4,21.7,25.6,6.8,,207.0,12.5,,1013.8,,New York
2021-07-30,24.9,21.7,30.6,0.1,,315.0,5.8,,1009.0,,New York
2021-07-31,22.1,17.2,26.7,0.0,,292.0,7.3,,1015.1,,New York
2021-08-01,22.6,20.0,25.6,2.0,,201.0,10.0,,1012.6,,New York
2021-08-02,23.1,17.8,28.9,0.2,,300.0,5.8,,1014.0,,New York
2021-08-03,23.4,21.1,27.8,0.2,,22.0,7.2,,1019.5,,New York
2021-08-04,22.8,21.7,24.4,0.2,,20.0,9.3,,1019.9,,New York
2021-08-05,23.4,20.6,28.3,0.0,,33.0,9.3,,1018.8,,New York
2021-08-06,25.5,21.1,31.1,0.0,,233.0,7.4,,1020.5,,New York
2021-08-07,25.8,22.8,31.1,0.1,,243.0,7.6,,1018.5,,New York
2021-08-08,22.2,20.0,24.4,9.8,,39.0,14.3,,1018.4,,New York
2021-08-09,23.7,21.7,27.2,3.0,,33.0,9.4,,1020.2,,New York
2021-08-10,25.1,22.2,30.0,8.4,,18.0,5.4,,1020.1,,New York
2021-08-11,27.1,23.3,34.4,5.7,,249.0,8.3,,1016.6,,New York
2021-08-12,28.5,23.9,34.4,0.4,,261.0,9.3,,1015.6,,New York
2021-08-13,30.1,25.6,35.0,0.2,,254.0,8.9,,1016.6,,New York
2021-08-14,28.8,25.6,32.2,3.5,,280.0,7.8,,1017.6,,New York
2021-08-15,25.9,22.8,30.6,0.0,,72.0,10.5,,1021.9,,New York
2021-08-16,24.7,22.2,27.8,0.0,,122.0,11.2,,1022.7,,New York
2021-08-17,24.8,23.3,27.2,0.1,,157.0,11.3,,1022.8,,New York
2021-08-18,25.4,23.9,27.8,1.1,,139.0,10.0,,1022.1,,New York
2021-08-19,27.0,24.4,30.6,4.6,,243.0,17.0,,1013.8,,New York
2021-08-20,26.2,24.4,28.9,2.5,,295.0,5.3,,1012.3,,New York
2021-08-21,25.6,23.3,28.3,45.6,,30.0,6.4,,1012.9,,New York
2021-08-22,23.2,22.2,24.4,65.4,,302.0,11.1,,1009.9,,New York
2021-08-23,25.2,22.2,30.6,34.7,,265.0,12.9,,1008.0,,New York
2021-08-24,28.6,23.9,33.9,0.2,,290.0,6.0,,1013.5,,New York
2021-08-25,28.9,24.4,34.4,0.0,,299.0,4.6,,1018.7,,New York
2021-08-26,29.0,25.0,34.4,0.0,,232.0,7.7,,1019.2,,New York
2021-08-27,28.0,25.0,33.3,7.2,,279.0,6.2,,1018.6,,New York
2021-08-28,23.7,20.6,27.2,8.2,,45.0,21.2,,1023.1,,New York
2021-08-29,22.4,20.6,25.0,0.6,,39.0,11.0,,1022.2,,New York
2021-08-30,25.9,22.8,31.1,7.1,,245.0,6.7,,1012.7,,New York
2021-08-31,27.0,24.4,31.1,0.0,,303.0,5.3,,1008.8,,New York
2021-09-01,22.8,19.0,25.0,59.6,,24.0,16.4,,1006.8,,New York
2021-09-02,21.6,17.2,27.2,12.8,,352.0,7.5,,1009.0,,New York
2021-09-03,21.1,16.7,26.1,0.2,,287.0,7.8,,1016.8,,New York
2021-09-04,22.5,18.3,27.2,0.0,,258.0,8.5,,1016.2,,New York
2021-09-05,22.3,20.0,23.9,0.9,,227.0,11.3,,1011.4,,New York
2021-09-06,24.9,21.7,29.4,0.9,,270.0,11.3,,1009.6,,New York
2021-09-07,24.0,20.0,28.9,0.0,,242.0,8.0,,1014.3,,New York
2021-09-08,24.8,21.7,28.9,2.9,,217.0,14.0,,1011.3,,New York
2021-09-09,22.1,21.1,24.4,12.6,,265.0,6.1,,1008.3,,New York
2021-09-10,22.1,18.3,26.1,0.2,,325.0,4.1,,1012.3,,New York
2021-09-11,22.1,17.8,26.7,0.2,,252.0,11.7,,1021.1,,New York
2021-09-12,23.9,20.0,28.3,0.0,,252.0,19.1,,1018.8,,New York
2021-09-13,26.2,21.1,31.1,4.5,,282.0,8.8,,1016.5,,New York
2021-09-14,23.6,21.1,27.2,0.0,,165.0,7.5,,1017.8,,New York
2021-09-15,25.9,22.2,30.6,1.9,,250.0,8.2,,1015.0,,New York
2021-09-16,23.8,22.2,26.1,3.5,,40.0,16.4,,1021.4,,New York
2021-09-17,22.8,21.1,25.6,1.3,,39.0,18.1,,1022.9,,New York
2021-09-18,25.2,21.7,30.0,0.8,,349.0,6.6,,1017.6,,New York
2021-09-19,23.2,18.9,26.7,0.1,,19.0,6.5,,1020.8,,New York
2021-09-20,21.8,19.4,25.6,0.0,,209.0,8.1,,1026.9,,New York
2021-09-21,22.3,18.9,26.7,0.7,,86.0,10.6,,1027.0,,New York
2021-09-22,24.2,22.2,27.2,1.3,,160.0,11.0,,1019.4,,New York
2021-09-23,24.0,20.0,27.2,18.1,,148.0,15.3,,1014.2,,New York
2021-09-24,19.9,15.0,25.0,16.6,,265.0,9.5,,1017.2,,New York
2021-09-25,21.4,17.8,26.1,0.0,,323.0,6.0,,1016.0,,New York
2021-09-26,20.8,17.2,25.0,0.2,,273.0,8.6,,1012.6,,New York
2021-09-27,21.7,17.2,27.2,0.0,,252.0,17.9,,1014.1,,New York
2021-09-28,20.9,18.9,23.9,13.2,,268.0,10.4,,1010.8,,New York
2021-09-29,18.4,14.4,22.2,0.0,,311.0,8.5,,1015.1,,New York
2021-09-30,17.9,16.1,20.0,0.0,,340.0,5.1,,1019.2,,New York
2021-10-01,16.7,12.8,20.0,0.0,,278.0,8.1,,1023.5,,New York
2021-10-02,19.4,14.4,25.0,0.0,,264.0,11.1,,1020.7,,New York
2021-10-03,21.5,16.1,26.7,0.0,,252.0,7.0,,1015.2,,New York
2021-10-04,20.6,17.8,22.2,9.8,,23.0,13.9,,1014.5,,New York
2021-10-05,17.9,16.7,18.9,0.2,,43.0,14.4,,1023.2,,New York
2021-10-06,19.3,17.2,21.7,0.1,,41.0,7.1,,1027.9,,New York
2021-10-07,20.8,18.3,25.6,0.9,,267.0,5.7,,1025.2,,New York
2021-10-08,21.1,17.8,26.1,0.2,,6.0,8.3,,1021.2,,New York
2021-10-09,18.9,17.2,20.6,1.1,,42.0,20.8,,1023.3,,New York
2021-10-10,18.4,17.8,20.6,5.7,,32.0,23.1,,1021.2,,New York
2021-10-11,20.0,17.8,23.9,0.2,,38.0,20.6,,1018.4,,New York
2021-10-12,19.5,17.8,22.8,0.1,,10.0,10.8,,1019.4,,New York
2021-10-13,19.6,18.3,20.6,0.1,,256.0,6.8,,1016.9,,New York
2021-10-14,22.0,17.8,27.8,1.2,,321.0,5.8,,1013.8,,New York
2021-10-15,22.5,19.4,27.2,0.0,,223.0,4.6,,1013.1,,New York
2021-10-16,21.4,15.6,26.1,7.4,,234.0,10.1,,1007.7,,New York
2021-10-17,15.3,12.8,18.9,0.7,,275.0,12.1,,1009.5,,New York
2021-10-18,13.3,11.1,17.2,0.0,,293.0,8.4,,1011.9,,New York
2021-10-19,15.1,10.0,21.1,0.0,,261.0,14.1,,1015.6,,New York
2021-10-20,20.0,15.6,26.7,0.0,,261.0,13.8,,1016.0,,New York
2021-10-21,19.9,16.1,25.6,0.0,,235.0,9.8,,1014.9,,New York
2021-10-22,19.1,16.1,22.2,1.0,,265.0,12.0,,1011.4,,New York
2021-10-23,14.4,12.2,17.2,0.5,,341.0,9.3,,1014.9,,New York
2021-10-24,13.6,10.6,16.1,0.0,,266.0,6.5,,1020.8,,New York
2021-10-25,19.7,15.6,23.9,7.0,,5.0,5.6,,1013.5,,New York
2021-10-26,16.0,14.4,18.9,54.4,,359.0,13.7,,997.8,,New York
2021-10-27,15.3,13.3,17.2,10.0,,41.0,11.1,,1004.2,,New York
2021-10-28,13.9,11.1,18.3,0.0,,63.0,10.6,,1014.1,,New York
2021-10-29,12.9,10.0,14.4,4.1,,48.0,28.2,,1010.8,,New York
2021-10-30,16.0,12.8,18.9,3.8,,62.0,16.4,,1003.2,,New York
2021-10-31,15.8,13.9,19.4,2.0,,265.0,13.6,,1002.5,,New York
2021-11-01,14.6,12.2,17.8,0.0,,262.0,11.6,,1016.9,,New York
2021-11-02,11.6,8.9,12.8,0.3,,269.0,12.7,,1022.6,,New York
2021-11-03,9.8,7.2,13.9,0.0,,274.0,8.4,,1024.4,,New York
2021-11-04,9.7,7.8,12.8,0.0,,63.0,9.7,,1027.0,,New York
2021-11-05,10.1,6.1,13.9,0.0,,31.0,8.9,,1027.5,,New York
2021-11-06,10.8,8.3,15.0,0.0,,50.0,10.2,,1029.1,,New York
2021-11-07,11.3,8.9,13.9,0.2,,12.0,5.1,,1022.5,,New York
2021-11-08,14.5,9.4,20.6,0.0,,355.0,4.5,,1020.0,,New York
2021-11-09,15.6,11.1,21.7,0.0,,244.0,8.2,,1018.9,,New York
2021-11-10,16.0,12.8,21.1,0.7,,315.0,6.3,,1018.9,,New York
2021-11-11,13.6,10.0,16.1,0.1,,58.0,13.4,,1025.1,,New York
2021-11-12,16.4,12.8,18.3,10.9,,211.0,15.1,,1014.9,,New York
2021-11-13,10.9,5.2,17.2,7.2,,274.0,15.8,,1009.4,,New York
2021-11-14,6.3,3.1,8.7,1.0,,235.0,16.0,,1012.5,,New York
2021-11-15,5.8,3.0,8.5,0.4,,265.0,18.1,,1010.0,,New York
2021-11-16,5.3,2.4,9.5,0.0,,273.0,16.1,,1020.3,,New York
2021-11-17,8.1,1.5,12.8,0.0,,154.0,12.5,,1024.2,,New York
2021-11-18,13.7,10.2,18.5,0.9,,225.0,17.4,,1016.5,,New York
2021-11-19,6.7,3.8,9.8,3.8,,295.0,19.5,,1023.8,,New York
2021-11-20,4.7,0.4,7.2,0.0,,255.0,8.6,,1033.2,,New York
2021-11-21,8.8,5.0,12.1,0.3,,209.0,10.4,,1024.1,,New York
2021-11-22,8.4,2.2,12.0,1.3,,289.0,17.6,,1011.9,,New York
2021-11-23,2.2,-0.2,5.8,0.1,,323.0,20.8,,1016.9,,New York
2021-11-24,2.5,-1.0,7.1,0.0,,298.0,13.1,,1025.8,,New York
2021-11-25,5.9,1.4,11.1,0.0,,242.0,10.5,,1017.2,,New York
2021-11-26,5.7,1.7,7.4,7.3,,269.0,20.1,,1004.2,,New York
2021-11-27,2.4,0.7,5.3,0.0,,291.0,19.7,,1011.0,,New York
2021-11-28,2.7,0.9,4.9,1.5,,283.0,5.6,,1011.7,,New York
2021-11-29,2.8,-0.2,5.6,0.0,,310.0,15.1,,1012.4,,New York
2021-11-30,1.5,-2.2,4.1,0.4,,248.0,9.0,,1015.8,,New York
2021-12-01,4.8,1.6,8.6,0.0,,242.0,12.3,,1019.8,,New York
2021-12-02,10.4,6.9,13.8,4.4,,215.0,20.5,,1008.3,,New York
2021-12-03,5.0,0.9,8.2,0.0,,307.0,18.0,,1013.7,,New York
2021-12-04,4.6,-0.5,9.1,0.0,,241.0,8.5,,1019.9,,New York
2021-12-05,4.6,0.7,9.1,0.0,,359.0,8.3,,1027.1,,New York
2021-12-06,12.9,8.2,16.4,2.9,,195.0,24.7,,1011.0,,New York
2021-12-07,3.2,0.9,6.0,0.0,,273.0,13.0,,1020.6,,New York
2021-12-08,2.8,0.7,4.8,1.1,,334.0,6.7,,1016.5,,New York
2021-12-09,1.6,-1.5,3.9,0.0,,285.0,11.9,,1021.7,,New York
2021-12-10,5.4,3.3,8.4,0.0,,177.0,8.7,,1021.5,,New York
2021-12-11,12.6,5.3,17.9,12.7,,193.0,22.7,,1008.8,,New York
2021-12-12,6.2,3.4,10.3,0.0,,279.0,19.8,,1019.0,,New York
2021-12-13,5.7,2.5,10.3,0.0,,245.0,17.5,,1024.6,,New York
2021-12-14,5.8,3.0,10.3,0.0,,340.0,12.4,,1032.0,,New York
2021-12-15,7.2,2.3,11.9,0.4,,110.0,15.0,,1034.2,,New York
2021-12-16,12.1,10.1,14.4,0.0,,226.0,20.9,,1018.6,,New York
2021-12-17,10.7,6.3,13.3,0.3,,271.0,15.6,,1018.8,,New York
2021-12-18,6.3,4.8,8.4,1.8,,48.0,9.2,,1018.5,,New York
2021-12-19,3.8,-2.2,8.6,0.3,,324.0,20.9,,1016.9,,New York
2021-12-20,-1.2,-4.2,1.7,0.0,,295.0,10.7,,1026.4,,New York
2021-12-21,1.9,-1.8,5.8,0.2,,180.0,7.7,,1018.2,,New York
2021-12-22,4.3,-0.3,8.5,6.8,,312.0,17.8,,1005.5,,New York
2021-12-23,0.1,-2.1,2.3,0.0,,283.0,12.8,,1020.6,,New York
2021-12-24,2.6,0.1,6.5,0.8,,71.0,7.0,,1017.8,,New York
2021-12-25,7.0,2.8,9.5,10.8,,235.0,10.4,,1003.0,,New York
2021-12-26,6.0,2.9,8.3,0.0,,316.0,18.5,,1011.6,,New York
2021-12-27,1.4,-0.6,4.1,5.3,,33.0,8.9,,1017.2,,New York
2021-12-28,6.1,3.7,9.0,3.4,,297.0,8.0,,1010.3,,New York
2021-12-29,6.3,4.4,9.9,7.7,,49.0,9.4,,1012.0,,New York
2021-12-30,6.4,4.1,9.9,1.7,,33.0,5.7,,1013.9,,New York
2021-12-31,8.2,5.7,10.1,0.3,,218.0,8.0,,1013.9,,New York
2022-01-01,9.7,6.4,11.6,24.0,,150.0,7.8,,1008.1,,New York
2022-01-02,9.1,1.8,13.4,5.2,,315.0,15.7,,1005.6,,New York
2022-01-03,-1.9,-4.6,1.3,2.5,,1.0,22.7,,1019.4,,New York
2022-01-04,-2.8,-6.2,0.8,0.0,,270.0,11.1,,1028.1,,New York
2022-01-05,3.0,-1.5,7.9,3.3,,224.0,13.3,,1014.3,,New York
2022-01-06,1.5,-0.4,3.2,0.0,,269.0,14.7,,1011.8,,New York
2022-01-07,-1.2,-5.4,0.9,8.1,,320.0,20.5,,1012.4,,New York
2022-01-08,-6.0,-8.3,-3.4,0.0,,270.0,12.0,,1033.4,,New York
2022-01-09,1.5,-4.5,5.0,3.2,,225.0,17.6,,1023.1,,New York
2022-01-10,-2.1,-4.7,4.1,0.0,,289.0,20.6,,1020.2,,New York
2022-01-11,-7.2,-9.3,-4.8,0.0,,336.0,18.1,,1031.2,,New York
2022-01-12,-1.2,-6.2,5.0,0.0,,218.0,16.1,,1023.3,,New York
2022-01-13,1.1,-3.3,7.4,0.0,,321.0,7.3,,1015.6,,New York
2022-01-14,1.3,-6.1,5.4,0.0,,359.0,24.2,,1009.8,,New York
2022-01-15,-8.2,-11.2,-4.9,0.0,,355.0,18.2,,1024.4,,New York
2022-01-16,-4.4,-12.3,5.0,5.1,,51.0,15.6,,1024.6,,New York
2022-01-17,3.8,0.1,9.3,27.1,,210.0,31.6,,989.7,,New York
2022-01-18,-1.0,-4.5,1.9,0.0,,301.0,21.7,,1012.0,,New York
2022-01-19,2.3,-4.8,7.5,0.0,,206.0,16.8,,1018.4,,New York
2022-01-20,-0.1,-7.5,4.2,7.8,,315.0,18.1,,1021.6,,New York
2022-01-21,-8.7,-12.1,-5.2,0.0,,2.0,20.2,,1033.2,,New York
2022-01-22,-6.5,-12.0,-1.4,0.0,,347.0,12.6,,1027.2,,New York
2022-01-23,-2.0,-5.4,2.5,0.1,,239.0,12.1,,1012.9,,New York
2022-01-24,-1.8,-3.9,0.4,0.1,,339.0,10.5,,1011.8,,New York
2022-01-25,1.3,-3.9,6.6,0.0,,260.0,12.2,,1014.3,,New York
2022-01-26,-5.6,-7.6,-2.8,0.0,,336.0,14.5,,1027.4,,New York
2022-01-27,-4.5,-9.2,0.4,0.0,,145.0,11.0,,1029.2,,New York
2022-01-28,-1.2,-2.9,0.9,2.0,,294.0,8.8,,1019.6,,New York
2022-01-29,-8.8,-12.4,-1.9,17.6,,334.0,29.7,,1007.4,,New York
2022-01-30,-10.3,-12.7,-6.1,0.0,,282.0,14.9,,1016.3,,New York
2022-01-31,-10.7,-16.1,-4.6,0.0,,13.0,8.6,,1027.7,,New York
2022-02-01,-3.2,-12.3,4.4,0.0,,34.0,13.0,,1034.0,,New York
2022-02-02,4.1,1.1,8.3,0.0,,36.0,8.6,,1030.6,,New York
2022-02-03,6.9,5.0,10.0,8.7,,314.0,4.8,,1023.5,,New York
2022-02-04,5.2,-1.1,12.8,13.7,,0.0,11.1,,1013.3,,New York
2022-02-05,-2.7,-5.0,0.6,0.1,,331.0,5.8,,1025.0,,New York
2022-02-06,-2.7,-6.7,1.7,0.0,,75.0,9.2,,1036.0,,New York
2022-02-07,2.3,0.6,3.9,4.2,,44.0,9.5,,1025.1,,New York
2022-02-08,4.0,0.6,8.9,0.4,,274.0,9.7,,1014.4,,New York
2022-02-09,3.1,-1.1,7.8,0.0,,234.0,8.5,,1017.7,,New York
2022-02-10,7.4,3.9,12.2,0.1,,268.0,12.0,,1012.2,,New York
2022-02-11,8.3,-1.2,13.3,0.0,,230.0,8.2,,1014.8,,New York
2022-02-12,11.0,6.7,13.9,0.0,,266.0,14.0,,1014.4,,New York
2022-02-13,1.3,-1.7,6.1,4.5,,42.0,10.4,,1019.9,,New York
2022-02-14,-4.0,-6.7,-0.6,0.0,,294.0,9.6,,1022.1,,New York
2022-02-15,-3.3,-7.2,1.1,0.2,,251.0,11.6,,1037.1,,New York
2022-02-16,3.1,-1.7,6.7,0.0,,217.0,9.8,,1037.3,,New York
2022-02-17,13.1,8.9,17.8,3.2,,246.0,15.2,,1019.5,,New York
2022-02-18,7.9,-0.6,15.6,10.3,,284.0,14.2,,1007.4,,New York
2022-02-19,0.3,-2.8,5.6,0.0,,274.0,13.3,,1017.6,,New York
2022-02-20,-1.0,-5.0,3.9,0.0,,239.0,14.0,,1029.9,,New York
2022-02-21,5.3,0.6,12.8,0.0,,240.0,8.1,,1027.6,,New York
2022-02-22,8.9,3.9,13.9,6.5,,18.0,13.5,,1023.0,,New York
2022-02-23,13.8,3.9,19.4,0.0,,277.0,12.1,,1016.1,,New York
2022-02-24,1.1,0.0,2.8,0.2,,30.0,11.5,,1030.6,,New York
2022-02-25,1.7,-1.7,6.1,11.2,,354.0,14.8,,1020.9,,New York
2022-02-26,-0.1,-3.3,3.9,0.0,,264.0,12.0,,1028.9,,New York
2022-02-27,3.5,-1.1,9.4,0.7,,273.0,18.9,,1017.1,,New York
2022-02-28,1.3,-1.1,4.4,0.0,,317.0,8.9,,1024.1,,New York
2022-03-01,4.4,0.6,7.8,0.2,,202.0,10.7,,1020.9,,New York
2022-03-02,7.9,5.0,12.2,0.0,,266.0,9.4,,1015.0,,New York
2022-03-03,4.7,-3.0,7.2,1.9,,295.0,10.3,,1018.2,,New York
2022-03-04,-0.4,-5.0,4.4,0.0,,250.0,11.8,,1032.9,,New York
2022-03-05,4.1,0.6,7.8,0.0,,200.0,7.7,,1031.9,,New York
2022-03-06,12.4,6.1,18.3,1.9,,284.0,15.1,,1017.6,,New York
2022-03-07,17.8,13.9,20.6,4.1,,262.0,15.5,,1007.1,,New York
2022-03-08,7.3,5.0,11.7,0.2,,308.0,8.4,,1017.7,,New York
2022-03-09,3.5,2.2,5.6,11.4,,41.0,13.3,,1017.7,,New York
2022-03-10,5.0,1.7,9.4,0.0,,257.0,7.5,,1021.2,,New York
2022-03-11,7.2,3.3,12.2,0.2,,209.0,7.7,,1017.7,,New York
2022-03-12,2.9,-3.3,8.3,13.8,,324.0,6.5,,999.2,,New York
2022-03-13,-1.4,-4.4,2.2,0.0,,263.0,19.0,,1020.7,,New York
2022-03-14,6.8,0.0,13.3,0.0,,257.0,10.2,,1028.3,,New York
2022-03-15,11.9,6.7,18.9,0.5,,276.0,7.0,,1023.4,,New York
2022-03-16,12.9,8.9,18.3,0.7,,225.0,9.1,,1022.3,,New York
2022-03-17,9.5,7.2,11.7,2.2,,35.0,17.8,,1016.8,,New York
2022-03-18,13.2,9.4,21.7,0.2,,238.0,7.4,,1015.6,,New York
2022-03-19,14.0,8.9,20.0,17.9,,33.0,8.2,,1010.1,,New York
2022-03-20,12.2,8.3,13.9,0.2,,284.0,10.5,,1008.8,,New York
2022-03-21,11.8,7.2,18.3,0.9,,293.0,7.7,,1017.4,,New York
2022-03-22,11.5,7.8,15.6,0.0,,292.0,6.2,,1021.2,,New York
2022-03-23,6.8,5.0,9.0,4.1,,59.0,17.9,,1023.5,,New York
2022-03-24,6.4,5.0,8.3,15.6,,33.0,27.1,,1013.1,,New York
2022-03-25,10.1,7.2,13.9,1.0,,273.0,12.9,,1003.4,,New York
2022-03-26,9.6,7.0,12.0,1.8,,260.0,16.6,,999.0,,New York
2022-03-27,5.1,1.1,8.3,0.2,,280.0,11.3,,1004.1,,New York
2022-03-28,-1.0,-3.3,1.7,1.7,,301.0,9.6,,1013.4,,New York
2022-03-29,0.4,-2.8,3.9,0.2,,306.0,11.4,,1020.5,,New York
2022-03-30,1.7,-2.8,6.3,0.0,,246.0,11.8,,1022.4,,New York
2022-03-31,13.1,4.9,17.9,3.0,,193.0,24.7,,1006.4,,New York
2022-04-01,11.1,5.6,15.3,1.5,,279.0,25.0,,1003.2,,New York
2022-04-02,5.6,1.4,11.0,0.0,,268.0,16.4,,1017.0,,New York
2022-04-03,5.7,3.9,8.0,5.3,,187.0,10.4,,1010.1,,New York
2022-04-04,7.3,3.1,12.3,0.0,,305.0,17.5,,1014.6,,New York
2022-04-05,6.9,3.3,10.8,0.3,,137.0,9.5,,1017.3,,New York
2022-04-06,8.8,6.9,11.1,17.7,,42.0,23.9,,1010.3,,New York
2022-04-07,9.4,7.8,11.1,21.2,,60.0,23.0,,1007.8,,New York
2022-04-08,13.2,9.4,17.2,14.7,,266.0,10.8,,1002.7,,New York
2022-04-09,10.5,8.3,13.3,4.2,,273.0,10.2,,1004.1,,New York
2022-04-10,8.7,6.1,11.7,1.1,,300.0,7.0,,1008.9,,New York
2022-04-11,9.8,5.6,15.0,0.4,,239.0,7.1,,1018.7,,New York
2022-04-12,14.4,8.9,22.8,0.7,,277.0,7.1,,1016.7,,New York
2022-04-13,15.3,11.7,19.4,0.2,,42.0,10.0,,1015.9,,New York
2022-04-14,20.1,13.9,28.3,3.9,,298.0,9.9,,1008.5,,New York
2022-04-15,15.4,11.1,20.6,0.2,,230.0,12.5,,1018.7,,New York
2022-04-16,14.8,8.3,21.1,1.7,,269.0,10.9,,1013.8,,New York
2022-04-17,8.7,6.1,12.2,0.9,,307.0,6.9,,1020.0,,New York
2022-04-18,8.0,5.6,10.6,5.2,,58.0,16.7,,1024.9,,New York
2022-04-19,7.8,5.6,10.0,22.7,,296.0,20.7,,1007.1,,New York
2022-04-20,10.6,6.1,16.7,0.0,,283.0,13.5,,1025.9,,New York
2022-04-21,11.1,8.3,13.9,2.4,,156.0,13.4,,1031.0,,New York
2022-04-22,15.9,11.1,21.7,0.0,,284.0,7.7,,1027.9,,New York
2022-04-23,13.6,11.1,16.7,0.2,,36.0,10.7,,1028.0,,New York
2022-04-24,12.8,9.4,16.7,0.0,,79.0,12.6,,1024.5,,New York
2022-04-25,11.3,8.9,13.9,0.2,,76.0,12.5,,1024.3,,New York
2022-04-26,12.8,11.1,15.0,2.6,,47.0,9.3,,1018.1,,New York
2022-04-27,11.2,7.2,13.9,0.7,,299.0,7.3,,1014.6,,New York
2022-04-28,9.7,5.6,15.6,0.2,,324.0,6.5,,1016.5,,New York
